"区域编码","区域","页码","课程ID","课程名称","教学点","培训机构","课程教材"
"360000","江西省","5","xG10a0s5I3BJ4T86B51P8z4kJviX1P9E","宜春一中日语复读班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","5","Ze9P7hHzI8l7302d0wwV7XPB6z5o22sL","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","5","zEh18gE8UUul25w0jq2tjQHxI5xz2jS4","高三日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","5","RWSAq6zfS7FXL9j86S577alC6273oGJ1","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","5","vY5ud991h6f9e4Gwq5L18fT9w2a097yH","文综班课","景德镇市珠山区文尚文化培训学校","景德镇市珠山区文尚文化培训学校","教材"
"360000","江西省","5","WX35EM54vH6inc3S9kQ98y01liZ4PG1U","宜春实验中学高一日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","5","BLkq9011w68I672D434dJ1VFiwwRX0k7","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","日语必修第一册"
"360000","江西省","6","D2910m9t62bbW7Q9LIKS3680jy2ooi87","高考日语","博硕教育培训学校","贵溪市博硕教育培训学校","新经典日本语"
"360000","江西省","6","w2Nvm965ghuZL7C6908EaZA0N1264m0B","日语零基础班","丰城市学者课外培训中心","丰城市学者课外培训中心","日语必修第一册"
"360000","江西省","6","Wd842K2PQKJLCzrxl63Oy15zU15vg40o","日语","景德镇邦沃课外培训有限公司","景德镇邦沃课外培训有限公司","人教版日语必修"
"360000","江西省","6","Z558z473o62K7ieKg0Jy727bg2A9c7O8","高一日语","赣州市赣县区弘艺教育培训中心","赣州市赣县区弘艺教育培训中心","标准日本语"
"360000","江西省","6","e7F004Ekt46E4R6bmhqb6DJHg19ax291","日语n4基础课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","标准日本语中级上册"
"360000","江西省","6","HR66244222525q88s266J2Lr72G1MwHV","日语听力会话课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","日语选修一"
"360000","江西省","6","k9WF5VL8mTV84gk89b4u20JkWqb56v5G","日语n5进阶课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","标准日本语初级下册"
"360000","江西省","6","kg3kvo6mLQ6dS9sR6713yea57N00Tp3E","日语写作专项课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","--"
"360000","江西省","6","l5H76ksljN2qj20M4fK6502NyC0E32C7","日语n5基础课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","标准日本语初级上册"
"360000","江西省","6","n4K8984mWy15oT4eC0U529Tk32K73V7v","日语n4进阶课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","标准日本语中级下册"
"360000","江西省","7","zRDq05BK500Y60354p9VM82JL0043t8m","高二日语课务","赣州市赣县区逐梦文化培训中心","赣州市赣县区逐梦文化培训中心","--"
"360000","江西省","7","34d9151ac380462699151ac380d626fd","高考日语","赣州市赣县区逐梦文化培训中心","赣州市赣县区逐梦文化培训中心","标准日本语"
"360000","江西省","7","8c86b38a90573f577a0f12083f918749","秋季开学高三1-2班（建档立卡贫困户学生课务）","赣州市赣县区逐梦文化培训中心","赣州市赣县区逐梦文化培训中心","--"
"360000","江西省","7","e2h4IIKd02Mke86q8rKn8bQsU8tT6m9D","秋季9月日语课程","赣州市赣县区逐梦文化培训中心","赣州市赣县区逐梦文化培训中心","--"
"360000","江西省","7","r0urx70U56X10ZfDM2w0i5021C160230","高中日语课程（建档立卡贫困户学生课务）","赣州市赣县区逐梦文化培训中心","赣州市赣县区逐梦文化培训中心","--"
"360000","江西省","7","wO98N1SvD61o1609H3K739k6Hep8Gc70","2024高一春季5月20日-6月4日课程","赣州市赣县区逐梦文化培训中心","赣州市赣县区逐梦文化培训中心","--"
"360000","江西省","7","Qk250i489ZfP48U9t9vPHTV5HU137g0p","日语进阶课程","问学教育","宜春市宜阳新区问学教育培训学校有限公司","日语必修二"
"360000","江西省","7","XO247kC8yc863OJ2o163p90x0256eR4Q","高中日语","赣州市赣县区弘艺教育培训中心","赣州市赣县区弘艺教育培训中心","标准日本语"
"360000","江西省","8","P7dNZivWzB2Ml7hL2n201012W42D1RlM","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","8","h2821s1beV9Q559d3Mw627lAy67N105E","高考日语","鹰潭市信江新区新航线教育培训学校","鹰潭市信江新区新航线教育培训学校","--"
"360000","江西省","8","L5989V2y8WEwPTdgXIw15F6J8SUx7G80","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","8","g6iIj68rL2R7768ABg2Y02JzW6A9EA6K","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","日语必修第一册"
"360000","江西省","8","X2C5n685b67Blf67x2902i8285VxnPJ8","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","9","XTCQ6Z4777j895S7Kz7qP32JT329Fq21","高中日语","赣州市赣县区弘艺教育培训中心","赣州市赣县区弘艺教育培训中心","标准日本语"
"360000","江西省","9","o128A26or92mJ9E74D8967KgCn8i9B01","高考冲刺班05","南昌高新区新状元文化艺术学校","南昌高新区新状元文化艺术学校","高考日语"
"360000","江西省","9","QcGp31212P1iu215W6gKZbYji1447128","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","9","wQC2akN8hdv0ZI6xd36A37NZ1KG82Y83","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","--"
"360000","江西省","9","M1P070FI854188o218054Ny63s1jpN1q","日语班","丰城市学者课外培训中心","丰城市学者课外培训中心","日语必修第一册"
"370000","山东省","1","1abc647448144fbbbc647448142fbb78","高考日语","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","标准日本语初级上下册"
"370000","山东省","1","d2g90I46531gk8009DI790t12i8GVS90","高中日语培训","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语七年级全一册"
"370000","山东省","1","b8e642417d759884493ae7056f3adc67","日语一班2023","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","1","ccJ59s8h80A64Dot2j40361v9HpImTr0","日语课程2024.11","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","1","CJ8r8hm2F0MreL67PVnn71t47nCtZ349","高中日语202512","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","1","ade98b968874725a97f98f7be4fcd658","试听课班级2023","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第二册"
"370000","山东省","1","a1d9f806d96343f299f806d96313f2a1","小语种2022.12-20.23.2","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语八年级（全一册）"
"370000","山东省","1","a1DFrqhXEa2s86z2s4Cz769R5l119pJB","2月3月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语选择性必修第二册"
"370000","山东省","1","9f8f9ea79744494f8f9ea79744a94fc5","日语基础","烟台经济技术开发区通达日语培训学校","烟台经济技术开发区通达日语培训学校","日语基础"
"370000","山东省","1","E2Yz1BTurh4v6FIB96H7W2n17m8tcsf4","高中日语培训","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","--"
"370000","山东省","2","aQ767iGHyVEZj89v3re4S6Z29O02neIK","高考日语","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","标准日本语初级上下册"
"370000","山东省","2","a32G672k1438gSGU0ViU167U4sGgq10k","高中日语202512","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","2","B5048icj6cXv1bJ7ql4J85e26VA0250t","五月份日语班","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第三册"
"370000","山东省","2","d112dbfef29e471692dbfef29ee71637","日语班","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第一册"
"370000","山东省","3","83795ebff7774df9b95ebff7770df97f","高中日语培训","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","3","8f7f80e6bc110263bd52baf3c4576cd4","日语四班","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","3","012adf5132cc42d3aadf5132cc62d308","高中日语培训","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语七年级全一册"
"370000","山东省","3","05d828a3f884498f9828a3f884498f1d","高一日语培训","威海市环翠区永幸教育培训学校","威海市环翠区永幸教育培训学校","人教版日语教材 九年级"
"370000","山东省","3","032c26b7d8854807ac26b7d885b807cc","测试1","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","高中日语必修第一册"
"370000","山东省","3","5efbe614e8314b1dbbe614e831bb1d90","实验3333","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语七年级（全一册）"
"370000","山东省","3","3eeed719eb4f45c8aed719eb4f65c84f","日语","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","3","a89Cz4O19124Q53tt606K8P06l00eS67","高中日语2026 一班","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","4","i234K5539R06h97ZZN968k547S1L9R3m","高考日语基础班","威海市环翠区永幸教育培训学校","威海市环翠区永幸教育培训学校","日语同步练习 七年级"
"370000","山东省","4","I1r42h1iE3G8O88206o7D74A8t7lV35G","4月份日语班一","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语九年级（全一册）"
"370000","山东省","4","HZ09680420g80A7h363w0x0EN1T30a89","日语","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","4","hjf0Suj8BO593w49m29e376127Wq2bQ9","12月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语选择性必修第二册"
"370000","山东省","4","H7dmqVjHJ7aZ83kKk97fC8LBoQ279968","高三日语冲刺班","威海市环翠区永幸教育培训学校","威海市环翠区永幸教育培训学校","日语同步练习 九年级"
"370000","山东省","4","Hm2oxaia14r6D1717c2n62X493f3t821","小语种2024.3-2024.5","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第一册"
"370000","山东省","4","H2hZ26dCe1d6Pu705LBFMWuZy1873900","日语二班2023","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","4","m41a110637DB2p3Puk2578dA87157vFp","高中日语2025","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","4","m7F72zc0K14BGS8q3fk06138TaVP3P5Q","4月份日语班一","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","--"
"370000","山东省","4","l0E24rzv37r4w4238Y70VR6wOK12VkW4","日语课程2024.10","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第二册"
"370000","山东省","5","mFF97i939hkEr682X4hh4b8200p7lHO0","日语课程","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第二册"
"370000","山东省","5","P4F3j9z53G38h9DUA784Z4b9467X3DV1","高中日语提升班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","--"
"370000","山东省","5","NQ0065wA101E733x0vQce08FZ32b10J8","2月3月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语选择性必修第二册"
"370000","山东省","5","nejeZ997fWkzaw1uj8ed0DekE97771Od","高中日语培训","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","5","o07PuTq49n30QeG05Q674g445866tz52","高一基础日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语七年级（全一册）"
"370000","山东省","5","in12F45Bm18aY4xI7pzaa4honixe18x2","日语试听课0基础","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","5","o7fxr1980pvc5mX2n7GXla7B86zLo66V","20251203","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","5","P39e3m522b6tiDmM1z6V8T8t516p4XEf","高考日语听力","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","高中日语必修第一册"
"370000","山东省","5","U9Hw6n38uV33N60nr8l9d5G99Qd3169L","日语课程2023.9","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","5","tP96ek8UOj3997NtUKbP8tN6140iZfcE","高二高考日语进阶","威海市环翠区永幸教育培训学校","威海市环翠区永幸教育培训学校","人教版日语教材 八年级"
"370000","山东省","6","q9ng3r5BqQ59B8qzw7K7125CN6cJIea4","高二日语班","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第三册"
"370000","山东省","6","s25609rVkVFXB1U8K6x4o3DhDHP6yD8k","七月日语班","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第一册"
"370000","山东省","6","Svf0DE336X1bw3Bg9GgM8d1j00WwSp14","高考日语","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","标准日本语初级上下册"
"370000","山东省","6","si0J4ij63835705C2R3tcaTqZ60J0PG6","日语课程","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","6","T3u1193RKW61J14Y3C1wFO2pf9556BNw","12月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语八年级（全一册）"
"370000","山东省","6","W05UWQ79L5aRiVLfXvdFI9PFZC75uV4m","高中日语2026","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","6","v0L9JQ5Wy031b020d5w0D2ny529k1I14","高中日语提升班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","6","U505Ov950Z3552T678yO7eK545io7xqU","10月日语班","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语选择性必修第二册"
"370000","山东省","7","T7307d24vf6CAv0ICE79V279m2Nr6Ok7","高中日语强化班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","--"
"370000","山东省","7","o3fYO811XBXU9E1R6589JDT4o7226e2E","24届高三","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第一册"
"370000","山东省","7","gP9zmwOAAjf74PPK19dr4t721I2k15J4","小语种2023.12-2024.2","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语八年级（全一册）"
"370000","山东省","7","GYQT36V64r876289FDHi11z0oq7180o9","高一基础班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语七年级全一册"
"370000","山东省","7","Fa1aFVm1jQ3a676Hy82b0IE9X3ks3Y67","高中日语精华班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","7","L9k42B9z916QTC01k9XOYwBdUb4yO4l3","零基础高考日语","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","标准日本语初级上下册"
"370000","山东省","7","ZkBW38Ck8gChh98aPIV5AJ2Z6gz55z63","高中日语202512","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","8","ZiEi9kHJ10214Lx8j06MQ726j56x8zF0","高中日语培训","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","--"
"370000","山东省","8","rE2uEvw1x6641c1hH8zM9W16yhX95cW5","高二基础日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语八年级（全一册）"
"370000","山东省","8","reHE8T53P1489US0Bj4b81b0fe6yo02X","高中日语强化班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","8","wwXgI9qWT8n81854n222F49c3Kguza3h","24届日语高考班3","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","--"
"370000","山东省","8","y0g33z1EBaP10M492sk953n428D97r23","必修强化班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","--"
"370000","山东省","8","zS6Kfb12r49r2237816645N0CB260cPa","高中日语2025.4","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","8","W26ZgDeh0z9y922542tku4P202S4uo9y","2024日语课","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第一册"
"370000","山东省","8","W0O05601U8MnCCFMkfKLrLWk4F0136hv","高考日语20251102","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","8","w5v9m59r06gmsO7B2N133y9oghNEj402","高中日语试听课","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第二册"
"370000","山东省","9","ZQbj0z92vXBFLAU831C1Dd830S2836s7","高中日语强化班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","9","AE49a458e087648vX76EKk29H0m50ym9","高二日语9","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修二）"
"370000","山东省","9","B2Um9fE7hR9KIn0AM29KS084b3n5GQ47","高二日语18","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","9","bU6y8761deyHaY3Z2GjNKe965526qw4a","高二日语16","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修三）"
"370000","山东省","9","bVzm1OA660aA0Gau1S219AHW0288n3sR","高一日语9.40","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","八年级全一册（日语）"
"370000","山东省","9","c67h1Nn0787157I9Zjo2qa8W4vv96B76","高一日语12.25","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","9","D3B260Z2387S4sp275KOv8nGV7685751","高一日语10.16","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","9","Daol6m43RF3Om1mPgJ7sHI3sB2W1096w","高一日语4.16","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","七年级全一册（日语）"
"370000","山东省","9","Dzn81cR5bB61Vg6N36YKvYz4Vr9241N5","高一日语6.26","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","9","EwW0A12992x2kmF8y9V4o9B9u9R1lV16","日语N1一阶班","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","10","p8I493E2DZ3T8ZuXrqUkQ1270Gpg7Lsb","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第一册"
"370000","山东省","10","qu2FKzy50t49aaCd6k123C23Bb3pp5on","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","10","txkbbQ204445j72z835Mu105EB6rP0l7","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","10","U9a046CVu0Ovy393Na933xR76E8ag43w","高考日语3","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","10","WL7At9q8HI7qahbji6268eZHN195Dt1d","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第三册"
"370000","山东省","10","YE9zg641I9I2Rgzmn5749rF02aF62D90","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","10","Mc74Ntf24c1eE62i2t5H1Ety7t1wjk70","高中日语202511","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","11","Y785CD19675298WatB68736YJ9qNI253","高中日语202512","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","11","lKI5dMMaR2z8yyJk7Q8eB3Uv4368Y865","高考日语2","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","11","YS801zM04Huu343U633056B4M3NUuaI2","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第三册"
"370000","山东省","11","xG7K0S9fk3A4H0o45SQm7fD6234n0GF9","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","11","I8657eD68Qfq34j463i93rg194Z6cZ7R","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","11","K357l5Y4OlY3Rl6sU173302F628hYp51","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","11","tQ6Q47B465U9ja5xFjf2KD7pVA15Izrk","高考日语1","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","11","Jz5Vcj858867i6RgQ622385N0689igeb","高考日语1","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","lKVQW8RQ2y1v9Ld1905ggO654747o57S","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第一册"
"370000","山东省","12","y7F73PB1g02t5WMd6nzWAKA610hd1l1I","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","gAD524ic8x4X10SpdJH7Q0814qO0B6f6","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","d34bcd82ca9bf4b9fe48a2bb1bdc1bb7","高一试听","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","12","sFX7BAK2FoKF2BD9NL39WI95525C9n8T","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","V0477A9867104zi98N8285T039Sw1m31","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","EN081v3Jk2Plbqg6Vy25XI40bYc303o8","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","p17Zs8e4Zk093X44rZSSse1q9GS5WSpJ","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","12","P631v5Q840304F9W5w6w0HzC8110YB77","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","12","B5DZ61119712O3yqrJ3tP1pT1Vw2l335","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第三册"
"370000","山东省","13","ZJrRX6Y41rCn4908LTh84L99Z77848Z3","高一日语5-15","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","八年级全一册（日语）"
"370000","山东省","13","YBP569TSVt6X6zH182kSy0156v1aiz8j","高一基础日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语七年级（全一册）"
"370000","山东省","13","34ae3cade5774532ae3cade577853251","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","13","bFpF92pl746836J045e1X43gT1Ot9799","高考日语5","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","13","cwk0667d4j24661I8gwuyp6Kw47zG43I","日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","13","eC3lWKqfE47Fn2971IOZ9eQ81H17YQVt","高考日语3","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","13","g6Fy5565k60Jp7xz3Z1Valq172163k84","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","13","HQ6GgY7F16HR1e0o075SFIvQ2Qnf9b70","高考日语2","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","13","iT06oxm6C682XpS92rt3Z9236Ae4I9Ke","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","kE153w8j8Tb6K89t4w3Ko9H1PO9D9223","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","I6B8302p33KM645B0T5xGt9x949t6572","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","Z31pni274Fy1393pfIXxihS78R7H019S","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","An5bby1y48of2D529LO9Bqo61YAkV753","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第一册"
"370000","山东省","14","CL9nUg5N90VVqdQrf0r44216d799O51C","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","14","beK65C94PV5s4y752B5fh7368l8v0344","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","EX23bQ1c20s9Da3O0ymMtQhOB7Cza284","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","X2kCt3Rdd2B3C60UT7n8lJd70721C930","高考日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","14","h224Uo70905NqFtYLS0G9cM9c23Ovf75","高二日语","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修二）"
"370000","山东省","14","W9H7m411pD1Tvv669f47Fpp01r8722y4","高二日语3","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","15","VC2TDt5421qZ32iZe02h8o0o9575o7wG","20260202","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","15","aR447daZ27OE6207nECa07w5AZ6G1U6N","2025高考日语1","泰安市泰山区天怡培训学校","泰安市泰山区天怡培训学校","标准日本语"
"370000","山东省","15","s9S1V51091X2892mWI71L9e26X83bU65","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","15","Xa1Y9AeqyK5Ms7e1935093NY5Y66rogC","日语20260501","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
